Movie Titles,Post Date,Site URL
Beautiful Days,"FEBRUARY 3, 2021",https://butchixanh.com/beautiful-days/
Love and…,"FEBRUARY 3, 2021",https://butchixanh.com/love-and/
The Last Ride,"FEBRUARY 3, 2021",https://butchixanh.com/the-last-ride/
The Vanished,"FEBRUARY 3, 2021",https://butchixanh.com/the-vanished/
My Little Brother,"FEBRUARY 3, 2021",https://butchixanh.com/my-little-brother/
The Artist: Reborn,"FEBRUARY 3, 2021",https://butchixanh.com/the-artist-reborn/
I Have a Date with Spring,"FEBRUARY 3, 2021",https://butchixanh.com/i-have-a-date-with-spring/
Thread of Lies,"JANUARY 30, 2021",https://butchixanh.com/thread-of-lies/
Roaring Currents,"JANUARY 30, 2021",https://butchixanh.com/roaring-currents/
No Tears for the Dead,"JANUARY 30, 2021",https://butchixanh.com/no-tears-for-the-dead/
Cheat On Me If You Can,"JANUARY 28, 2021",https://butchixanh.com/if-i-cheat-i-die/
Busted! Full 3 Seasons,"JANUARY 28, 2021",https://butchixanh.com/busted/
The Uncanny Counter,"JANUARY 25, 2021",https://butchixanh.com/the-uncanny-counter/
Delayed Justice,"JANUARY 23, 2021",https://butchixanh.com/fly-dragon/
Blood and Ties,"JANUARY 22, 2021",https://butchixanh.com/blood-and-ties/
Awaken,"JANUARY 20, 2021",https://butchixanh.com/awaken/
Revenge,"JANUARY 18, 2021",https://butchixanh.com/revenge/
Live On,"JANUARY 13, 2021",https://butchixanh.com/live-on/
The Penthouse,"JANUARY 12, 2021",https://butchixanh.com/the-penthouse/
Please Don’t Date Him,"JANUARY 12, 2021",https://butchixanh.com/please-dont-meet-that-man/
BA:BO,"JANUARY 6, 2021",https://butchixanh.com/babo/
What Happened to Mr. Cha?,"JANUARY 2, 2021",https://butchixanh.com/what-happened-to-mr-cha/
Ruler of Your Own World,"DECEMBER 31, 2020",https://butchixanh.com/ruler-of-your-own-world/
Moonlit Winter,"DECEMBER 23, 2020",https://butchixanh.com/moonlit-winter/
Kairos,"DECEMBER 22, 2020",https://butchixanh.com/kairos/
Sweet Home,"DECEMBER 18, 2020",https://butchixanh.com/sweet-home/
The Spies Who Loved Me,"DECEMBER 17, 2020",https://butchixanh.com/the-spy-who-loved-me/
Festival,"DECEMBER 15, 2020",https://butchixanh.com/festival/
"Sorry, I Love You","DECEMBER 12, 2020",https://butchixanh.com/sorry-i-love-you/
Start-Up,"DECEMBER 6, 2020",https://butchixanh.com/start-up-2/
Tale of the Nine Tailed,"DECEMBER 4, 2020",https://butchixanh.com/tale-of-the-nine-tailed-fox/
More Than Friends,"NOVEMBER 29, 2020",https://butchixanh.com/number-of-cases/
Call,"NOVEMBER 27, 2020",https://butchixanh.com/call/
Private Lives,"NOVEMBER 27, 2020",https://butchixanh.com/private-life/
Do Do Sol Sol La La Sol,"NOVEMBER 27, 2020",https://butchixanh.com/do-do-sol-sol-la-la-sol/
Samjin Company English Class,"NOVEMBER 25, 2020",https://butchixanh.com/samjin-company-english-class/
My Dangerous Wife,"NOVEMBER 25, 2020",https://butchixanh.com/my-dangerous-wife/
Birthcare Center,"NOVEMBER 24, 2020",https://butchixanh.com/birthcare-center/
KBS Drama Special: The Joys and Sorrows of Work,"NOVEMBER 22, 2020",https://butchixanh.com/kbs-drama-special-the-joys-and-sorrows-of-work/
KBS Drama Special: To My Assailant,"NOVEMBER 22, 2020",https://butchixanh.com/kbs-drama-special-to-my-assailant/
Love Guide For Dumpees,"NOVEMBER 22, 2020",https://butchixanh.com/love-guide-for-dumpees/
Man In Love,"NOVEMBER 22, 2020",https://butchixanh.com/man-in-love/
You Are My Sunshine,"NOVEMBER 22, 2020",https://butchixanh.com/you-are-my-sunshine/
Missing You,"NOVEMBER 21, 2020",https://butchixanh.com/missing-you/
Scarlet Innocence,"NOVEMBER 21, 2020",https://butchixanh.com/scarlet-innocence/
A Moment to Remember,"NOVEMBER 21, 2020",https://butchixanh.com/a-moment-to-remember/
Search,"NOVEMBER 15, 2020",https://butchixanh.com/search/
KBS Drama Special: Crevasse,"NOVEMBER 15, 2020",https://butchixanh.com/kbs-drama-special-crevasse/
18 Again,"NOVEMBER 11, 2020",https://butchixanh.com/18-again/
You Drive Me Crazy!,"NOVEMBER 9, 2020",https://butchixanh.com/you-drive-me-crazy-drama-special/
KBS Drama Special: Modern Girl,"NOVEMBER 8, 2020",https://butchixanh.com/kbs-drama-special-modern-girl/
The Swordsman,"NOVEMBER 5, 2020",https://butchixanh.com/the-swordsman-korean-movie/
Hotel Lake,"NOVEMBER 5, 2020",https://butchixanh.com/hotel-lake/
Stone Skipping,"NOVEMBER 3, 2020",https://butchixanh.com/stone-skipping/
Voice of Silence,"NOVEMBER 3, 2020",https://butchixanh.com/voice-of-silence/
Love Alarm,"NOVEMBER 3, 2020",https://butchixanh.com/love-alarm/
Record of Youth,"OCTOBER 27, 2020",https://butchixanh.com/the-moment/
The Zombie Detective,"OCTOBER 27, 2020",https://butchixanh.com/the-zombie-detective/
Alice,"OCTOBER 24, 2020",https://butchixanh.com/alice/
The Name,"OCTOBER 20, 2020",https://butchixanh.com/the-name/
The Golden Holiday,"OCTOBER 20, 2020",https://butchixanh.com/the-golden-holiday/
Do You Like Brahms?,"OCTOBER 17, 2020",https://butchixanh.com/do-you-like-brahms/
Beautiful World,"OCTOBER 16, 2020",https://butchixanh.com/beautiful-world/
When I Was The Most Beautiful,"OCTOBER 15, 2020",https://butchixanh.com/when-i-was-the-prettiest/
"Love is Annoying, But I Hate Being Lonely","OCTOBER 14, 2020",https://butchixanh.com/love-is-annoying-but-i-hate-being-lonely/
Missing: The Other Side,"OCTOBER 12, 2020",https://butchixanh.com/missing-the-other-side/
"‘Kairos’ Shin Seong-rok x Lee Se-young, 5 people 5 color character poster","OCTOBER 6, 2020",https://butchixanh.com/kairos-shin-seong-rok-x-lee-se-young-5-people-5-color-character-poster/
My Wonderful Life,"OCTOBER 5, 2020",https://butchixanh.com/my-wonderful-life-3/
Brilliant Heritage,"OCTOBER 5, 2020",https://butchixanh.com/brilliant-heritage-3/
‘The Spies Who Loved Me’ The sweet and breathtaking atmosphere of Eric and Yoo In-na,"OCTOBER 5, 2020",https://butchixanh.com/the-spies-who-loved-me-the-sweet-and-breathtaking-atmosphere-of-eric-and-yoo-in-na/
Stranger 2,"OCTOBER 4, 2020",https://butchixanh.com/stranger-2/
The School Nurse Files,"OCTOBER 3, 2020",https://butchixanh.com/the-school-nurse-files/
Mom Has an Affair,"OCTOBER 1, 2020",https://butchixanh.com/mom-has-an-affair/
Oh! My Gran,"SEPTEMBER 29, 2020",https://butchixanh.com/oh-my-gran/
"‘More Than Friends’ Ong Seong-woo, poster shoot shows playful charm + heartbeat eyes","SEPTEMBER 24, 2020",https://butchixanh.com/more-than-friends-ong-seong-woo-poster-shoot-shows-playful-charm-heartbeat-eyes/
"‘Tale of the Nine Tailed’ Lee Dong-wook, Jo Bo-a, and Kim Beom, unveiled character posters","SEPTEMBER 24, 2020",https://butchixanh.com/tale-of-the-nine-tailed-lee-dong-wook-jo-bo-a-and-kim-beom-unveiled-character-posters/
Flower of Evil,"SEPTEMBER 24, 2020",https://butchixanh.com/flower-of-evil/
‘Kairos’ Shin Sung-rok x Lee Se-young reveals teaser poster that boosts expectations by 200%,"SEPTEMBER 23, 2020",https://butchixanh.com/kairos-shin-sung-rok-x-lee-se-young-reveals-teaser-poster-that-boosts-expectations-by-200/
"‘Startup’ Bae Suzy, Nam Joo-hyuk, Kim Sun-ho, Kang Han-na, four character posters","SEPTEMBER 22, 2020",https://butchixanh.com/startup-bae-suzy-nam-joo-hyuk-kim-sun-ho-kang-han-na-four-character-posters/
"‘Birthcare Center’ Uhm Ji-Won & Park Ha-sun, unveil the main posters","SEPTEMBER 22, 2020",https://butchixanh.com/birthcare-center-uhm-ji-won-park-ha-sun-unveil-the-main-posters/
"‘Kairos’ Ahn Bo-Hyun, transformed into an elite businessman of ‘Cold and Hot Handsome’","SEPTEMBER 21, 2020",https://butchixanh.com/kairos-ahn-bo-hyun-transformed-into-an-elite-businessman-of-cold-and-hot-handsome/
"‘The Spies Who Loved Me’ Moon Jung-hyuk, Yoo In-Na, Lim Ju-hwan’s character poster has been released","SEPTEMBER 21, 2020",https://butchixanh.com/the-spies-who-loved-me-moon-jung-hyuk-yoo-in-na-lim-ju-hwans-character-poster-has-been-released/
‘Private Lives’ Seohyun x Ko Gyung-Pyo has released the main posters,"SEPTEMBER 18, 2020",https://butchixanh.com/private-lives-seohyun-x-ko-gyung-pyo-has-released-the-main-posters/
"‘Search’ Jang Dong-yoon, ‘a work that created a sense of challenge’","SEPTEMBER 18, 2020",https://butchixanh.com/search-jang-dong-yoon-a-work-that-created-a-sense-of-challenge/
High Kick! 3,"SEPTEMBER 18, 2020",https://butchixanh.com/high-kick-3/
"Gabdong, the Memories of Murder","SEPTEMBER 18, 2020",https://butchixanh.com/gabdong-the-memories-of-murder/
Fukuoka,"SEPTEMBER 17, 2020",https://butchixanh.com/fukuoka/
Okay Madam,"SEPTEMBER 17, 2020",https://butchixanh.com/okay-madam/
"‘Tale of the Nine Tailed’ Lee Dong-wook and Kim Beom, “I’m going to hell. Just with you”","SEPTEMBER 17, 2020",https://butchixanh.com/tale-of-the-nine-tailed-lee-dong-wook-and-kim-beom-im-going-to-hell-just-with-you/
‘Startup’ Nam Joo-hyuk transforms into a coding genius ‘nerdy man’,"SEPTEMBER 17, 2020",https://butchixanh.com/startup-nam-joo-hyuk-transforms-into-a-coding-genius-nerdy-man/
‘More Than Friends’ mixed heart signals in a subtle atmosphere?,"SEPTEMBER 17, 2020",https://butchixanh.com/more-than-friends-mixed-heart-signals-in-a-subtle-atmosphere/
‘Search’ Jang Dong-yoon X Krystal ‘Three special chemistry unique’,"SEPTEMBER 17, 2020",https://butchixanh.com/search-jang-dong-yoon-x-krystal-three-special-chemistry-unique/
‘Record of Youth’ Park Bo-gum challenged the third generation of chaebol,"SEPTEMBER 16, 2020",https://butchixanh.com/record-of-youth-park-bo-gum-challenged-the-third-generation-of-chaebol/
‘The Spy Who Loved Me’ released the first teaser poster on the 16th,"SEPTEMBER 16, 2020",https://butchixanh.com/the-spy-who-loved-me-released-the-first-teaser-poster-on-the-16th/
"‘Flower of Evil’ Lee Jun-ki ♥ Moon Chae-won, there has never been a couple like this","SEPTEMBER 16, 2020",https://butchixanh.com/flower-of-evil-lee-jun-ki-%e2%99%a5-moon-chae-won-there-has-never-been-a-couple-like-this/
Every moment of the ‘More Than Friends’ was you!,"SEPTEMBER 15, 2020",https://butchixanh.com/every-moment-of-the-more-than-friends-was-you/
’18 Again’ Lee Do-Hyun will make all women flutter with reliable charm,"SEPTEMBER 15, 2020",https://butchixanh.com/18-again-lee-do-hyun-will-make-all-women-flutter-with-reliable-charm/
"“Do Do Sol Sol La La Sol” Lee Jae-wook, curious about this man’s secret!","SEPTEMBER 15, 2020",https://butchixanh.com/do-do-sol-sol-la-la-sol-lee-jae-wook-curious-about-this-mans-secret/
Once Again,"SEPTEMBER 13, 2020",https://butchixanh.com/once-again/
Oh My Ghost,"SEPTEMBER 13, 2020",https://butchixanh.com/oh-my-ghost/
Defendant,"SEPTEMBER 12, 2020",https://butchixanh.com/defendant/
Clean With Passion For Now,"SEPTEMBER 11, 2020",https://butchixanh.com/clean-with-passion-for-now/
Athena: Goddess of War – The Movie,"SEPTEMBER 10, 2020",https://butchixanh.com/athena-goddess-of-war-the-movie/
8 New Korean Dramas to Watch in September 2020,"SEPTEMBER 9, 2020",https://butchixanh.com/8-new-korean-dramas-to-watch-in-september-2020/
Deliver Us From Evil,"SEPTEMBER 9, 2020",https://butchixanh.com/deliver-us-from-evil/
Graceful Friends,"SEPTEMBER 5, 2020",https://butchixanh.com/elegant-friends/
Was It Love,"SEPTEMBER 3, 2020",https://butchixanh.com/we-were-in-love/
Men are Men,"SEPTEMBER 1, 2020",https://butchixanh.com/men-are-men/
Peninsula,"AUGUST 28, 2020",https://butchixanh.com/peninsula/
Steel Rain 2: Summit,"AUGUST 28, 2020",https://butchixanh.com/steel-rain-2-summit/
The Good Detective,"AUGUST 25, 2020",https://butchixanh.com/model-detective/
Train,"AUGUST 16, 2020",https://butchixanh.com/train/
Memorials,"AUGUST 13, 2020",https://butchixanh.com/memorials/
Chip In,"AUGUST 13, 2020",https://butchixanh.com/united-effort-to-accomplish-one-thing/
It’s Okay to Not Be Okay,"AUGUST 2, 2020",https://butchixanh.com/psycho-but-its-okay/
Backstreet Rookie,"AUGUST 2, 2020",https://butchixanh.com/backstreet-rookie/
8 New Korean Dramas to Watch in August 2020,"AUGUST 1, 2020",https://butchixanh.com/8-new-korean-dramas-to-watch-in-august-2020/
King Maker: The Change of Destiny,"JULY 27, 2020",https://butchixanh.com/wind-and-cloud-and-rain/
10 Biggest Korean Dramas to Look Forward to in the Second Half of 2020,"JULY 24, 2020",https://butchixanh.com/10-biggest-korean-dramas-to-look-forward-to-in-the-second-half-of-2020/
My Unfamiliar Family,"JULY 21, 2020",https://butchixanh.com/my-unfamiliar-family/
Color of Women,"JULY 21, 2020",https://butchixanh.com/color-of-women/
She Knows Everything,"JULY 16, 2020",https://butchixanh.com/she-knows-everything/
Start-Up,"JULY 15, 2020",https://butchixanh.com/start-up/
Fatal Promise,"JULY 15, 2020",https://butchixanh.com/fatal-promise-2/
Dinner Mate,"JULY 14, 2020",https://butchixanh.com/dinner-mate-2/
Pawn,"JULY 8, 2020",https://butchixanh.com/pawn/
Best Friend,"JULY 8, 2020",https://butchixanh.com/best-friend/
The Guest,"JULY 7, 2020",https://butchixanh.com/the-guest/
Me and Me,"JULY 6, 2020",https://butchixanh.com/me-and-me/
Goodbye Dear Wife,"JULY 5, 2020",https://butchixanh.com/goodbye-dear-wife/
Oh My Baby,"JULY 3, 2020",https://butchixanh.com/oh-my-baby/
Kkondae Intern,"JULY 1, 2020",https://butchixanh.com/kkondae-intern-2/
Lovely Horribly,"JULY 1, 2020",https://butchixanh.com/lovely-horribly/
9 New Korean Dramas to Watch in July 2020,"JULY 1, 2020",https://butchixanh.com/9-new-korean-dramas-to-watch-in-july-2020/
Sweet Munchies,"JUNE 30, 2020",https://butchixanh.com/sweet-munchies/
Team Bulldog: Off-duty Investigation,"JUNE 29, 2020",https://butchixanh.com/team-bulldog-off-duty-investigation/
Intruder,"JUNE 26, 2020",https://butchixanh.com/intruder/
Mystic Pop-up Bar,"JUNE 25, 2020",https://butchixanh.com/mystic-pop-up-bar-2/
Love With Flaws,"JUNE 24, 2020",https://butchixanh.com/love-with-flaws-2/
Fight for My Way,"JUNE 22, 2020",https://butchixanh.com/fight-for-my-way-3/
Find Me in Your Memory,"JUNE 22, 2020",https://butchixanh.com/find-me-in-your-memory-3/
Highest-Rated Korean Dramas of 2019,"JUNE 20, 2020",https://butchixanh.com/highest-rated-korean-dramas-of-2019/
ID: Gangnam Beauty,"JUNE 19, 2020",https://butchixanh.com/id-gangnam-beauty/
Doctor Prisoner,"JUNE 19, 2020",https://butchixanh.com/doctor-prisoner/
Dr. Romantic 2,"JUNE 19, 2020",https://butchixanh.com/dr-romantic-2-3/
Diary of a Prosecutor,"JUNE 18, 2020",https://butchixanh.com/diary-of-a-prosecutor-3/
Descendants of the Sun,"JUNE 18, 2020",https://butchixanh.com/descendants-of-the-sun-2/
After The Rain,"JUNE 17, 2020",https://butchixanh.com/after-the-rain/
Good Casting,"JUNE 16, 2020",https://butchixanh.com/good-casting/
"Beautiful Love, Wonderful Life","JUNE 16, 2020",https://butchixanh.com/beautiful-love-wonderful-life-3/
Blooded Palace:The War of Flowers,"JUNE 16, 2020",https://butchixanh.com/blooded-palacethe-war-of-flowers-3/
Be Melodramatic,"JUNE 15, 2020",https://butchixanh.com/be-melodramatic-3/
"Hello, My Twenties! 2","JUNE 15, 2020",https://butchixanh.com/hello-my-twenties-2-2/
"Hello, My Twenties!","JUNE 15, 2020",https://butchixanh.com/hello-my-twenties-3/
When My Love Blooms,"JUNE 14, 2020",https://butchixanh.com/the-most-beautiful-moment-in-life/
My Golden Life,"JUNE 14, 2020",https://butchixanh.com/my-golden-life/
The King: Eternal Monarch,"JUNE 12, 2020",https://butchixanh.com/the-king-eternal-monarch/
365: Repeat The Year,"JUNE 12, 2020",https://butchixanh.com/365-repeat-the-year-3/
Hospital Playlist,"JUNE 11, 2020",https://butchixanh.com/wise-doctor-life/
Secret Boutique,"JUNE 11, 2020",https://butchixanh.com/secret-boutique-2/
Partners for Justice,"JUNE 10, 2020",https://butchixanh.com/partners-for-justice-3/
Welcome to Waikiki,"JUNE 10, 2020",https://butchixanh.com/welcome-to-waikiki-3/
Hot Stove League,"JUNE 10, 2020",https://butchixanh.com/hot-stove-league-2/
Born Again,"JUNE 9, 2020",https://butchixanh.com/born-again/
Soul Mechanic,"JUNE 9, 2020",https://butchixanh.com/soul-mechanic-2/
The Tale of Nokdu,"JUNE 8, 2020",https://butchixanh.com/the-tale-of-nokdu-2/
This is My Love,"JUNE 8, 2020",https://butchixanh.com/this-is-my-love-2/
The World of the Married,"JUNE 8, 2020",https://butchixanh.com/the-world-of-the-married-2/
Welcome 2 Life,"JUNE 4, 2020",https://butchixanh.com/welcome-2-life-2/
Woman of 9.9 Billion,"JUNE 3, 2020",https://butchixanh.com/woman-of-9-9-billion-2/
When the Weather is Fine,"JUNE 3, 2020",https://butchixanh.com/when-the-weather-is-fine/
XX,"JUNE 2, 2020",https://butchixanh.com/xx-2/
Itaewon Class,"JUNE 1, 2020",https://butchixanh.com/itaewon-class-2/
Chocolate,"JUNE 1, 2020",https://butchixanh.com/chocolate-2/
VIP,"JUNE 1, 2020",https://butchixanh.com/vip-2/
Mother of Mine,"JUNE 1, 2020",https://butchixanh.com/mother-of-mine-2/
Madame Antoine: The Love Therapist,"MAY 28, 2020",https://butchixanh.com/madame-antoine-the-love-therapist-2/
Padam Padam,"MAY 28, 2020",https://butchixanh.com/padam-padam-2/
The Fiery Priest,"MAY 28, 2020",https://butchixanh.com/the-fiery-priest-2/
Beasts Clawing At Straws,"MAY 25, 2020",https://butchixanh.com/beasts-clawing-at-straws-2/
Recipe for Happiness,"MAY 19, 2020",https://butchixanh.com/recipe-for-happiness/
Rugal,"MAY 18, 2020",https://butchixanh.com/rugal/
Eccentric! Chef Moon,"MAY 16, 2020",https://butchixanh.com/yoobyeolna-chef-moon/
The Hymn of Death,"MAY 12, 2020",https://butchixanh.com/the-hymn-of-death/
Where Stars Land,"MAY 12, 2020",https://butchixanh.com/where-stars-land/
"It’s Ok, This is Love","MAY 12, 2020",https://butchixanh.com/its-ok-this-is-love/
The Last Empress,"MAY 12, 2020",https://butchixanh.com/the-last-empress/
"That Winter, The Wind Blows","MAY 12, 2020",https://butchixanh.com/that-winter-the-wind-blows/
Lover’s Concerto,"MAY 11, 2020",https://butchixanh.com/lovers-concerto/
The Truth Beneath,"MAY 11, 2020",https://butchixanh.com/the-truth-beneath/
The Priests,"MAY 10, 2020",https://butchixanh.com/the-priests/
The Wind Blows,"MAY 10, 2020",https://butchixanh.com/the-wind-blows/
Romance is a Bonus Book,"MAY 10, 2020",https://butchixanh.com/romance-is-a-bonus-book/
My First First Love 2,"MAY 10, 2020",https://butchixanh.com/my-first-first-love-2/
My First First Love,"MAY 10, 2020",https://butchixanh.com/my-first-first-love/
Mothers,"MAY 5, 2020",https://butchixanh.com/going-out/
Extracurricular,"MAY 1, 2020",https://butchixanh.com/human-class/
Memorist,"MAY 1, 2020",https://butchixanh.com/memorist/
Meow: The Secret Boy,"MAY 1, 2020",https://butchixanh.com/welcome/
A Piece of Your Mind,"APRIL 28, 2020",https://butchixanh.com/a-piece-of-your-mind/
Time to Hunt,"APRIL 24, 2020",https://butchixanh.com/time-to-hunt/
The Light in Your Eyes,"APRIL 24, 2020",https://butchixanh.com/the-light-in-your-eyes/
Gate,"APRIL 24, 2020",https://butchixanh.com/gate/
Mother,"APRIL 23, 2020",https://butchixanh.com/mother-2/
My Way,"APRIL 22, 2020",https://butchixanh.com/my-way/
Masquerade,"APRIL 22, 2020",https://butchixanh.com/masquerade/
Psychokinesis,"APRIL 22, 2020",https://butchixanh.com/psychokinesis/
Nobody Knows,"APRIL 22, 2020",https://butchixanh.com/nobody-knows-korean-drama/
Hi Bye Mama,"APRIL 20, 2020",https://butchixanh.com/hi-bye-mama/
The Outlaws,"APRIL 19, 2020",https://butchixanh.com/the-outlaws/
Hot Young Bloods,"APRIL 19, 2020",https://butchixanh.com/hot-young-bloods/
Ordinary Person,"APRIL 18, 2020",https://butchixanh.com/ordinary-person/
Bring Me Home,"APRIL 18, 2020",https://butchixanh.com/bring-me-home/
Lie to Me,"APRIL 18, 2020",https://butchixanh.com/lie-to-me/
The Table,"APRIL 16, 2020",https://butchixanh.com/the-table/
The Flu,"APRIL 16, 2020",https://butchixanh.com/the-flu/
Sunset In My Hometown,"APRIL 16, 2020",https://butchixanh.com/sunset-in-my-hometown/
Champion,"APRIL 16, 2020",https://butchixanh.com/champion/
The Grand Heist,"APRIL 15, 2020",https://butchixanh.com/the-grand-heist/
How to Buy a Friend,"APRIL 15, 2020",https://butchixanh.com/how-to-buy-a-friend/
Lucky Chan-sil,"APRIL 14, 2020",https://butchixanh.com/lucky-chan-sil/
Inside Men,"APRIL 14, 2020",https://butchixanh.com/inside-men/
Architecture 101,"APRIL 14, 2020",https://butchixanh.com/architecture-101/
Tunnel (Korean Movie),"APRIL 13, 2020",https://butchixanh.com/tunnel-korean-movie/
The Advocate: A Missing Body,"APRIL 13, 2020",https://butchixanh.com/the-advocate-a-missing-body/
The Shameless,"APRIL 13, 2020",https://butchixanh.com/the-shameless/
Hyena,"APRIL 12, 2020",https://butchixanh.com/hyena/
Your Honor,"APRIL 11, 2020",https://butchixanh.com/your-honor/
"I Do, I Do","APRIL 11, 2020",https://butchixanh.com/i-do-i-do/
Train To Busan,"APRIL 10, 2020",https://butchixanh.com/train-to-busan/
Are We In Love?,"APRIL 10, 2020",https://butchixanh.com/are-we-in-love/
Six Flying Dragons,"APRIL 8, 2020",https://butchixanh.com/six-flying-dragons/
Jesters: The Game Changers,"APRIL 8, 2020",https://butchixanh.com/jesters-the-game-changers/
Swing Kids,"APRIL 8, 2020",https://butchixanh.com/swing-kids/
I Am Home,"APRIL 8, 2020",https://butchixanh.com/i-am-home/
1987: When The Day Comes,"APRIL 7, 2020",https://butchixanh.com/1987-when-the-day-comes/
Miss & Mrs. Cops,"APRIL 7, 2020",https://butchixanh.com/miss-mrs-cops/
The Battle: Roar to Victory,"APRIL 6, 2020",https://butchixanh.com/the-battle-roar-to-victory/
7 New Korean Dramas To Watch In April 2020,"APRIL 5, 2020",https://butchixanh.com/7-new-korean-dramas-to-watch-in-april-2020/
Honest Candidate,"MARCH 25, 2020",https://butchixanh.com/honest-candidate/
Tell Me What You Saw,"MARCH 23, 2020",https://butchixanh.com/tell-me-what-you-saw/
Forest,"MARCH 19, 2020",https://butchixanh.com/forest/
The Cursed,"MARCH 17, 2020",https://butchixanh.com/the-cursed/
Kingdom 2,"MARCH 15, 2020",https://butchixanh.com/kingdom-2/
The Game: Towards Zero,"MARCH 12, 2020",https://butchixanh.com/the-game-towards-zero/
Never Twice,"MARCH 7, 2020",https://butchixanh.com/never-twice/
The Closet,"MARCH 6, 2020",https://butchixanh.com/the-closet/
Money Game,"MARCH 4, 2020",https://butchixanh.com/money-game/
Hitman: Agent Jun,"MARCH 1, 2020",https://butchixanh.com/hitman-agent-jun/
13 New Korean Dramas To Watch In March 2020,"MARCH 1, 2020",https://butchixanh.com/13-new-korean-dramas-to-watch-in-march-2020/
Touch,"FEBRUARY 23, 2020",https://butchixanh.com/touch/
Hi Dracula,"FEBRUARY 18, 2020",https://butchixanh.com/hi-dracula/
Crash Landing on You,"FEBRUARY 17, 2020",https://butchixanh.com/crash-landing-on-you/
Mr. Zoo: The Missing VIP,"FEBRUARY 15, 2020",https://butchixanh.com/mr-zoo-the-missing-vip/
Selection: The War Between Women,"FEBRUARY 10, 2020",https://butchixanh.com/selection-the-war-between-women/
New Heart,"FEBRUARY 10, 2020",https://butchixanh.com/new-heart/
Super Rookie,"FEBRUARY 10, 2020",https://butchixanh.com/super-rookie/
You Smile,"FEBRUARY 10, 2020",https://butchixanh.com/you-smile/
Cheo Yong 2,"FEBRUARY 10, 2020",https://butchixanh.com/cheo-yong-2/
Local Hero,"FEBRUARY 10, 2020",https://butchixanh.com/local-hero/
Vampire Detective,"FEBRUARY 10, 2020",https://butchixanh.com/vampire-detective/
"Thank You, My Son","FEBRUARY 10, 2020",https://butchixanh.com/thank-you-my-son/
Thank You,"FEBRUARY 10, 2020",https://butchixanh.com/thank-you/
The Great Queen Seondeok,"FEBRUARY 10, 2020",https://butchixanh.com/the-great-queen-seondeok/
The Lord of Dramas,"FEBRUARY 10, 2020",https://butchixanh.com/the-lord-of-dramas/
Wang’s Family,"FEBRUARY 10, 2020",https://butchixanh.com/wangs-family/
Which Star Are You From,"FEBRUARY 10, 2020",https://butchixanh.com/which-star-are-you-from/
The Virtual Bride,"FEBRUARY 10, 2020",https://butchixanh.com/the-virtual-bride/
"Persevere, Goo Hae-Ra","FEBRUARY 10, 2020",https://butchixanh.com/persevere-goo-hae-ra/
Living Among The Rich,"FEBRUARY 10, 2020",https://butchixanh.com/living-among-the-rich/
"Lee San, Wind of the Palace","FEBRUARY 10, 2020",https://butchixanh.com/lee-san-wind-of-the-palace/
Joseon X-Files: Secret Book,"FEBRUARY 10, 2020",https://butchixanh.com/joseon-x-files-secret-book/
History of the Salaryman,"FEBRUARY 10, 2020",https://butchixanh.com/history-of-the-salaryman/
Il Ji-Mae: The Phantom Thief,"FEBRUARY 10, 2020",https://butchixanh.com/il-ji-mae-the-phantom-thief/
The Legendary Witch,"FEBRUARY 10, 2020",https://butchixanh.com/the-legendary-witch/
Hwajung,"FEBRUARY 8, 2020",https://butchixanh.com/hwajung/
The Blade and Petal,"FEBRUARY 8, 2020",https://butchixanh.com/the-blade-and-petal/
Secret Love,"FEBRUARY 8, 2020",https://butchixanh.com/secret-love/
Twinkle Twinkle,"FEBRUARY 8, 2020",https://butchixanh.com/twinkle-twinkle/
Super Daddy Yul,"FEBRUARY 8, 2020",https://butchixanh.com/super-daddy-yul/
The Village: Achiara’s Secret,"FEBRUARY 8, 2020",https://butchixanh.com/the-village-achiaras-secret/
The Lover,"FEBRUARY 8, 2020",https://butchixanh.com/the-lover/
Glamorous Temptation,"FEBRUARY 8, 2020",https://butchixanh.com/glamorous-temptation/
The Man in the Mask,"FEBRUARY 8, 2020",https://butchixanh.com/the-man-in-the-mask/
Horse Doctor,"FEBRUARY 8, 2020",https://butchixanh.com/horse-doctor/
Yong-Pal,"FEBRUARY 7, 2020",https://butchixanh.com/yong-pal/
Weightlifting Fairy Kim Bok-Joo,"FEBRUARY 7, 2020",https://butchixanh.com/weightlifting-fairy-kim-bok-joo/
In Need of Romance,"FEBRUARY 7, 2020",https://butchixanh.com/in-need-of-romance/
In Need of Romance 3,"FEBRUARY 7, 2020",https://butchixanh.com/in-need-of-romance-3/
In Need of Romance 2012,"FEBRUARY 7, 2020",https://butchixanh.com/in-need-of-romance-2012/
Endless Love,"FEBRUARY 7, 2020",https://butchixanh.com/endless-love/
Goddess of Marriage,"FEBRUARY 7, 2020",https://butchixanh.com/goddess-of-marriage/
My Kids Give Me a Headache,"FEBRUARY 7, 2020",https://butchixanh.com/my-kids-give-me-a-headache/
"Take Care of Us, Captain","FEBRUARY 7, 2020",https://butchixanh.com/take-care-of-us-captain/
Tree With Deep Roots,"FEBRUARY 7, 2020",https://butchixanh.com/tree-with-deep-roots/
My Secret Hotel,"FEBRUARY 7, 2020",https://butchixanh.com/my-secret-hotel/
